iucn2020_binomial,input_name
Myotis ciliolabrum,Myotis ciliolabrum
Myotis cobanensis,Myotis cobanensis
Myotis csorbai,Myotis csorbai
Myotis dasycneme,Myotis dasycneme
Myotis daubentonii,Myotis abei
Myotis daubentonii,Myotis daubentonii
Myotis davidii,Myotis davidii
Myotis dieteri,Myotis dieteri
Myotis diminutus,Myotis diminutus
Myotis dinellii,Myotis dinellii
Myotis dinellii,Myotis levis
Myotis dominicensis,Myotis dominicensis
Myotis elegans,Myotis elegans
Myotis emarginatus,Myotis emarginatus
Myotis escalerai,Myotis escalerai
Myotis escalerai,Myotis nattereri
Myotis evotis,Myotis evotis
Myotis federatus,Myotis federatus
Myotis federatus,Myotis montivagus
Myotis fimbriatus,Myotis fimbriatus
Myotis findleyi,Myotis findleyi
Myotis formosus,Myotis formosus
Myotis fortidens,Myotis fortidens
Myotis frater,Myotis frater
Myotis gomantongensis,Myotis gomantongensis
Myotis goudoti,Myotis goudoti
Myotis grisescens,Myotis grisescens
Myotis hajastanicus,Myotis hajastanicus
Myotis hasseltii,Myotis hasseltii
Myotis hermani,Myotis hermani
Myotis horsfieldii,Myotis horsfieldii
Myotis ikonnikovi,Myotis hosonoi
Myotis ikonnikovi,Myotis ikonnikovi
Myotis ikonnikovi,Myotis ozensis
Myotis ikonnikovi,Myotis yesoensis
Myotis indochinensis,Myotis indochinensis
Myotis insularum,Myotis insularum
Myotis izecksohni,Myotis izecksohni
Myotis keaysi,Myotis keaysi
Myotis keenii,Myotis keenii
Myotis laniger,Myotis laniger
Myotis lavali,Myotis lavali
Myotis leibii,Myotis leibii
Myotis levis,Myotis levis
Myotis longicaudatus,Myotis frater
Myotis longipes,Myotis longipes
Myotis lucifugus,Myotis lucifugus
Myotis macrodactylus,Myotis macrodactylus
Myotis macropus,Myotis macropus
Myotis macrotarsus,Myotis macrotarsus
Myotis martiniquensis,Myotis martiniquensis
Myotis melanorhinus,Myotis melanorhinus
Myotis moluccarum,Myotis moluccarum
Myotis montivagus,Myotis montivagus
Myotis morrisi,Myotis morrisi
Myotis muricola,Myotis muricola
Myotis myotis,Myotis myotis
Myotis mystacinus,Myotis mystacinus
Myotis nattereri,Myotis nattereri
Myotis nesopolus,Myotis nesopolus
Myotis nigricans,Myotis nigricans
Myotis nipalensis,Myotis nipalensis
Myotis nyctor,Myotis martiniquensis
Myotis nyctor,Myotis nyctor
Myotis occultus,Myotis occultus
Myotis oreias,Myotis oreias
Myotis oxyotus,Myotis oxyotus
Myotis peninsularis,Myotis peninsularis
Myotis pequinius,Myotis pequinius
Myotis petax,Not recognised
Myotis peytoni,Myotis montivagus
Myotis peytoni,Myotis peytoni
Myotis pilosus,Myotis pilosus
Myotis pilosus,Myotis ricketti
Myotis planiceps,Myotis planiceps
Myotis pruinosus,Myotis pruinosus
Myotis punicus,Myotis punicus
Myotis ridleyi,Myotis ridleyi
Myotis riparius,Myotis riparius
Myotis rosseti,Myotis rosseti
Myotis ruber,Myotis ruber
Myotis rufoniger,Not recognised
Myotis rufopictus,Myotis formosus
Myotis rufopictus,Myotis rufopictus
Myotis schaubi,Myotis schaubi
Myotis scotti,Myotis scotti
Myotis secundus,Myotis secundus
Myotis septentrionalis,Myotis septentrionalis
Myotis sibiricus,Not recognised
Myotis sicarius,Myotis sicarius
Myotis siligorensis,Myotis siligorensis
Myotis simus,Myotis simus
Myotis sodalis,Myotis sodalis
Myotis soror,Myotis frater
Myotis soror,Myotis soror
Myotis stalkeri,Myotis stalkeri
Myotis thysanodes,Myotis thysanodes
Myotis tricolor,Myotis tricolor
Myotis velifer,Myotis velifer
Myotis vivesi,Myotis vivesi
Myotis volans,Myotis volans
Myotis weberi,Myotis formosus
Myotis welwitschii,Myotis welwitschii
Myotis yanbarensis,Myotis yanbarensis
Myotis yumanensis,Myotis yumanensis
Myrmecobius fasciatus,Myrmecobius fasciatus
Myrmecophaga tridactyla,Myrmecophaga tridactyla
Mysateles melanurus,Mesocapromys melanurus
Mysateles melanurus,Mysateles melanurus
Mysateles prehensilis,Mysateles gundlachi
Mysateles prehensilis,Mysateles meridionalis
Mysateles prehensilis,Mysateles prehensilis
Mystacina robusta,Mystacina robusta
Mystacina tuberculata,Mystacina tuberculata
Mystromys albicaudatus,Mystromys albicaudatus
Myzopoda aurita,Myzopoda aurita
Myzopoda schliemanni,Myzopoda schliemanni
Naemorhedus baileyi,Naemorhedus baileyi
Naemorhedus caudatus,Naemorhedus caudatus
Naemorhedus goral,Naemorhedus goral
Naemorhedus goral,Naemorhedus griseus
Nandinia binotata,Nandinia binotata
Nanger dama,Nanger dama
Nanger granti,Nanger granti
Nanger soemmerringii,Nanger soemmerringii
Nannosciurus melanotis,Nannosciurus melanotis
Nannospalax ehrenbergi,Nannospalax ehrenbergi
Nannospalax ehrenbergi,Spalax carmeli
Nannospalax ehrenbergi,Spalax ehrenbergi
Nannospalax ehrenbergi,Spalax galili
Nannospalax ehrenbergi,Spalax golani
Nannospalax ehrenbergi,Spalax judaei
Nannospalax leucodon,Nannospalax leucodon
Nannospalax leucodon,Spalax leucodon
Nannospalax xanthodon,Nannospalax xanthodon
Nannospalax xanthodon,Spalax nehringi
Nanonycteris veldkampii,Nanonycteris veldkampii
Napaeozapus insignis,Napaeozapus insignis
Nasalis larvatus,Nasalis larvatus
Nasua narica,Nasua narica
Nasua nasua,Nasua nasua
Nasuella meridensis,Nasuella meridensis
Nasuella meridensis,Nasuella olivacea
Nasuella olivacea,Nasuella olivacea
Natalus espiritosantensis,Natalus espiritosantensis
Natalus espiritosantensis,Natalus stramineus
Natalus jamaicensis,Natalus jamaicensis
Natalus major,Natalus major
Natalus mexicanus,Natalus mexicanus
Natalus mexicanus,Natalus stramineus
Natalus primus,Natalus primus
Natalus stramineus,Natalus stramineus
Natalus tumidirostris,Natalus tumidirostris
Neacomys dubosti,Neacomys dubosti
Neacomys guianae,Neacomys guianae
Neacomys minutus,Neacomys minutus
Neacomys musseri,Neacomys musseri
Neacomys paracou,Neacomys paracou
Neacomys pictus,Neacomys pictus
Neacomys spinosus,Neacomys spinosus
Neacomys tenuipes,Neacomys tenuipes
Neamblysomus gunningi,Neamblysomus gunningi
Neamblysomus julianae,Neamblysomus julianae
Necromys amoenus,Necromys amoenus
Necromys benefactus,Necromys benefactus
Necromys lactens,Necromys lactens
Necromys lasiurus,Necromys lasiurus
Necromys lenguarum,Necromys lenguarum
Necromys obscurus,Necromys obscurus
Necromys punctulatus,Necromys punctulatus
Necromys temchuki,Necromys temchuki
Necromys urichi,Necromys urichi
Nectogale elegans,Nectogale elegans
Nectomys apicalis,Nectomys apicalis
Nectomys grandis,Nectomys grandis
Nectomys grandis,Nectomys magdalenae
Nectomys palmipes,Nectomys palmipes
Nectomys rattus,Nectomys rattus
Nectomys squamipes,Nectomys squamipes
Nelsonia goldmani,Nelsonia goldmani
Nelsonia neotomodon,Nelsonia neotomodon
Neodon forresti,Neodon forresti
Neodon irene,Neodon irene
Neodon juldaschi,Neodon juldaschi
Neodon linzhiensis,Neodon linzhiensis
Neodon sikimensis,Neodon sikimensis
Neofelis diardi,Neofelis diardi
Neofelis diardi,Neofelis nebulosa
Neofelis nebulosa,Neofelis nebulosa
Neofiber alleni,Neofiber alleni
Neohylomys hainanensis,Neohylomys hainanensis
Neomicroxus bogotensis,Akodon bogotensis
Neomicroxus bogotensis,Neomicroxus bogotensis
Neomicroxus latebricola,Akodon latebricola
Neomicroxus latebricola,Neomicroxus latebricola
Neomonachus schauinslandi,Monachus schauinslandi
Neomonachus schauinslandi,Neomonachus schauinslandi
Neomonachus tropicalis,Monachus tropicalis
Neomonachus tropicalis,Neomonachus tropicalis
Neomys anomalus,Neomys anomalus
Neomys fodiens,Neomys fodiens
Neomys teres,Neomys teres
Neonycteris pusilla,Neonycteris pusilla
Neophascogale lorentzii,Neophascogale lorentzi
Neophascogale lorentzii,Neophascogale lorentzii
Neophoca cinerea,Neophoca cinerea
Neophocaena asiaeorientalis,Neophocaena asiaeorientalis
Neophocaena asiaeorientalis,Neophocaena phocaenoides
Neophocaena phocaenoides,Neophocaena phocaenoides
Neopteryx frosti,Neopteryx frosti
Neoromicia brunnea,Neoromicia brunnea
Neoromicia brunnea,Neoromicia brunneus
Neoromicia brunnea,Pipistrellus brunneus
Neoromicia capensis,Neoromicia capensis
Neoromicia capensis,Pipistrellus capensis
Neoromicia flavescens,Eptesicus flavescens
Neoromicia flavescens,Neoromicia flavescens
Neoromicia flavescens,Pipistrellus flavescens
Neoromicia guineensis,Neoromicia guineensis
Neoromicia guineensis,Pipistrellus guineensis
Neoromicia helios,Neoromicia helios
Neoromicia helios,Pipistrellus helios
Neoromicia isabella,Neoromicia isabella
Neoromicia malagasyensis,Eptesicus malagasyensis
Neoromicia malagasyensis,Neoromicia malagasyensis
Neoromicia malagasyensis,Neoromicia somalicus
Neoromicia matroka,Eptesicus matroka
Neoromicia matroka,Neoromicia matroka
Neoromicia melckorum,Neoromicia melckorum
Neoromicia melckorum,Pipistrellus melckorum
Neoromicia nana,Neoromicia nana
Neoromicia nana,Neoromicia nanus
Neoromicia nana,Pipistrellus nanus
Neoromicia rendalli,Neoromicia rendalli
Neoromicia rendalli,Pipistrellus rendalli
Neoromicia robertsi,Neoromicia melckorum
Neoromicia robertsi,Neoromicia robertsi
Neoromicia robertsi,Pipistrellus melckorum
Neoromicia roseveari,Neoromicia brunnea
Neoromicia roseveari,Neoromicia brunneus
Neoromicia roseveari,Neoromicia roseveari
Neoromicia roseveari,Pipistrellus brunneus
Neoromicia somalica,Neoromicia somalica
Neoromicia somalica,Neoromicia somalicus
Neoromicia somalica,Pipistrellus somalicus
Neoromicia tenuipinnis,Neoromicia tenuipinnis
Neoromicia tenuipinnis,Pipistrellus tenuipinnis
Neoromicia zuluensis,Neoromicia zuluensis
Neoromicia zuluensis,Pipistrellus zuluensis
Neotamias alpinus,Neotamias alpinus
Neotamias alpinus,Tamias alpinus
Neotamias amoenus,Neotamias amoenus
Neotamias amoenus,Tamias amoenus
Neotamias bulleri,Neotamias bulleri
Neotamias bulleri,Tamias bulleri
Neotamias canipes,Neotamias canipes
Neotamias canipes,Tamias canipes
Neotamias cinereicollis,Neotamias cinereicollis
Neotamias cinereicollis,Tamias cinereicollis
Neotamias dorsalis,Neotamias dorsalis
Neotamias dorsalis,Tamias dorsalis
Neotamias durangae,Neotamias durangae
Neotamias durangae,Tamias durangae
Neotamias merriami,Neotamias merriami
Neotamias merriami,Tamias merriami
Neotamias minimus,Neotamias minimus
Neotamias minimus,Tamias minimus
Neotamias obscurus,Neotamias obscurus
Neotamias obscurus,Tamias obscurus
Neotamias ochrogenys,Neotamias ochrogenys
Neotamias ochrogenys,Tamias ochrogenys
Neotamias palmeri,Neotamias palmeri
Neotamias palmeri,Tamias palmeri
Neotamias panamintinus,Neotamias panamintinus
Neotamias panamintinus,Tamias panamintinus
Neotamias quadrimaculatus,Neotamias quadrimaculatus
Neotamias quadrimaculatus,Tamias quadrimaculatus
Neotamias quadrivittatus,Neotamias quadrivittatus
Neotamias quadrivittatus,Tamias quadrivittatus
Neotamias ruficaudus,Neotamias ruficaudus
Neotamias ruficaudus,Tamias ruficaudus
Neotamias rufus,Neotamias rufus
Neotamias rufus,Tamias rufus
Neotamias senex,Neotamias senex
Neotamias senex,Tamias senex
Neotamias siskiyou,Neotamias siskiyou
Neotamias siskiyou,Tamias siskiyou
Neotamias sonomae,Neotamias sonomae
Neotamias sonomae,Tamias sonomae
Neotamias speciosus,Neotamias speciosus
Neotamias speciosus,Tamias speciosus
Neotamias townsendii,Neotamias townsendii
Neotamias townsendii,Tamias townsendii
Neotamias umbrinus,Neotamias umbrinus
Neotamias umbrinus,Tamias umbrinus
Neotetracus sinensis,Neotetracus sinensis
Neotoma albigula,Neotoma albigula
Neotoma angustapalata,Neotoma angustapalata
Neotoma bryanti,Neotoma anthonyi
Neotoma bryanti,Neotoma bryanti
Neotoma bryanti,Neotoma bunkeri
Neotoma bryanti,Neotoma martinensis
Neotoma chrysomelas,Neotoma chrysomelas
Neotoma cinerea,Neotoma cinerea
Neotoma devia,Neotoma devia
Neotoma floridana,Neotoma floridana
Neotoma fuscipes,Neotoma fuscipes
Neotoma goldmani,Neotoma goldmani
Neotoma insularis,Neotoma insularis
Neotoma insularis,Neotoma lepida
Neotoma lepida,Neotoma lepida
Neotoma leucodon,Neotoma leucodon
Neotoma macrotis,Neotoma macrotis
Neotoma magister,Neotoma magister
Neotoma mexicana,Neotoma mexicana
Neotoma micropus,Neotoma micropus
Neotoma nelsoni,Neotoma nelsoni
Neotoma palatina,Neotoma palatina
Neotoma phenax,Neotoma phenax
Neotoma stephensi,Neotoma stephensi
Neotomodon alstoni,Neotomodon alstoni
Neotomys ebriosus,Neotomys ebriosus
Neotragus batesi,Neotragus batesi
Neotragus pygmaeus,Neotragus pygmaeus
Neovison macrodon,Neovison macrodon
Neovison vison,Neovison vison
Nephelomys albigularis,Nephelomys albigularis
Nephelomys albigularis,Oryzomys albigularis
Nephelomys auriventer,Nephelomys auriventer
Nephelomys auriventer,Oryzomys auriventer
Nephelomys caracolus,Nephelomys caracolus
Nephelomys caracolus,Oryzomys caracolus
Nephelomys devius,Nephelomys devius
Nephelomys devius,Oryzomys devius
Nephelomys keaysi,Nephelomys keaysi
Nephelomys keaysi,Oryzomys keaysi
Nephelomys levipes,Nephelomys levipes
Nephelomys levipes,Oryzomys levipes
Nephelomys meridensis,Nephelomys meridensis
Nephelomys meridensis,Oryzomys meridensis
Nesokia bunnii,Nesokia bunnii
Nesokia indica,Nesokia indica
Nesolagus netscheri,Nesolagus netscheri
Nesolagus timminsi,Nesolagus timminsi
Nesomys audeberti,Nesomys audeberti
Nesomys lambertoni,Nesomys lambertoni
Nesomys rufus,Nesomys rufus
Nesophontes edithae,Nesophontes edithae
Nesophontes hypomicrus,Nesophontes hypomicrus
Nesophontes major,Nesophontes major
Nesophontes micrus,Nesophontes micrus
Nesophontes paramicrus,Nesophontes paramicrus
Nesophontes zamicrus,Nesophontes zamicrus
Nesoromys ceramicus,Nesoromys ceramicus
Nesoryzomys darwini,Nesoryzomys darwini
Nesoryzomys fernandinae,Nesoryzomys fernandinae
Nesoryzomys indefessus,Nesoryzomys indefessus
Nesoryzomys narboroughi,Nesoryzomys indefessus
Nesoryzomys narboroughi,Nesoryzomys narboroughi
Nesoryzomys swarthi,Nesoryzomys swarthi
Nesotragus moschatus,Neotragus moschatus
Nesotragus moschatus,Nesotragus moschatus
Neurotrichus gibbsii,Neurotrichus gibbsii
Neusticomys ferreirai,Neusticomys ferreirai
Neusticomys monticolus,Neusticomys monticolus
Neusticomys mussoi,Neusticomys mussoi
Neusticomys oyapocki,Neusticomys oyapocki
Neusticomys peruviensis,Neusticomys peruviensis
Neusticomys venezuelae,Neusticomys venezuelae
Nilgiritragus hylocrius,Hemitragus hylocrius
Nilgiritragus hylocrius,Nilgiritragus hylocrius
Nilopegamys plumbeus,Nilopegamys plumbeus
Ningaui ridei,Ningaui ridei
Ningaui timealeyi,Ningaui timealeyi
Ningaui yvonneae,Ningaui yvonnae
Ningaui yvonneae,Ningaui yvonneae
Niviventer andersoni,Niviventer andersoni
Niviventer brahma,Niviventer brahma
Niviventer cameroni,Niviventer cameroni
Niviventer confucianus,Niviventer confucianus
Niviventer coninga,Niviventer coninga
Niviventer cremoriventer,Niviventer cremoriventer
Niviventer culturatus,Niviventer culturatus
Niviventer eha,Niviventer eha
Niviventer excelsior,Niviventer excelsior
Niviventer fraternus,Niviventer fraternus
Niviventer fulvescens,Niviventer fulvescens
Niviventer hinpoon,Niviventer hinpoon
Niviventer langbianis,Niviventer langbianis
Niviventer lepturus,Niviventer lepturus
Niviventer niviventer,Niviventer niviventer
Niviventer rapit,Niviventer rapit
Niviventer tenaster,Niviventer tenaster
Noctilio albiventris,Noctilio albiventris
Noctilio leporinus,Noctilio leporinus
Nomascus annamensis,Nomascus gabriellae
Nomascus concolor,Nomascus concolor
Nomascus gabriellae,Nomascus gabriellae
Nomascus hainanus,Nomascus hainanus
Nomascus leucogenys,Nomascus leucogenys
Nomascus nasutus,Nomascus concolor
Nomascus nasutus,Nomascus nasutus
Nomascus siki,Nomascus siki
Noronhomys vespuccii,Noronhomys vespuccii
Not recognised,Acratocnus odontrigonus
Not recognised,Acratocnus ye
Not recognised,Agalmaceros blicki
Not recognised,Amblyrhiza inundata
Not recognised,Antidorcas australis
Not recognised,Antidorcas bondi
Not recognised,Antifer ultra
Not recognised,Antillomys rayi
Not recognised,Antillothrix bernensis
Not recognised,Archaeoindris fontoynonti
Not recognised,Archaeolemur edwardsi
Not recognised,Archaeolemur majori
Not recognised,Arctodus simus
Not recognised,Arctotherium tarijense
Not recognised,Arctotherium wingei
Not recognised,Artibeus anthonyi
Not recognised,Aztlanolagus agilis
Not recognised,Babakotia radofilai
Not recognised,Bootherium bombifrons
Not recognised,Borungaboodie hatcheri
Not recognised,Brachyprotoma obtusata
Not recognised,Brotomys contractus
Not recognised,Bubalus grovesi
Not recognised,Bubalus palaeokerabau
Not recognised,Caipora bambuiorum
Not recognised,Camelops hesternus
Not recognised,Camelus dromedarius
Not recognised,Canariomys bravoi
Not recognised,Canariomys tamarani
Not recognised,Candiacervus cretensis
Not recognised,Candiacervus dorothensis
Not recognised,Candiacervus major
Not recognised,Candiacervus rethymnensis
Not recognised,Candiacervus ropalophorus
Not recognised,Candiacervus spII
Not recognised,Canis dirus
Not recognised,Capreolus miyakoensis
Not recognised,CapriniGen spA
Not recognised,Capromeryx minor
Not recognised,Castoroides ohioensis
Not recognised,Catagonus stenocephalus
Not recognised,Catonyx cuvieri
Not recognised,Cavia porcellus
Not recognised,Cebus nigritusXlibidinosus
Not recognised,Cervalces scotti
Not recognised,Cervus astylodon
Not recognised,Cheirogaleus minusculus
Not recognised,Chelemys delfini
Not recognised,Clidomys osborni
Not recognised,Coelodonta antiquitatis
Not recognised,Coryphomys musseri
Not recognised,Cuvieronius hyodon
Not recognised,Cynotherium sardous
Not recognised,Dactylopsila kambuayai
Not recognised,Damaliscus hypsodon
Not recognised,Damaliscus niro
Not recognised,Dasypus bellus
Not recognised,Daubentonia robustus
Not recognised,Desmodus draculae
Not recognised,Desmodus puntajudensis
Not recognised,Desmodus stocki
Not recognised,Diabolotherium nordenskioldi
Not recognised,Dicroceros spA
Not recognised,Diprotodon optatum
Not recognised,Doedicurus clavicaudatus
Not recognised,Elasmodontomys obliquus
Not recognised,Elasmotherium sibiricum
Not recognised,Elephas antiquus
Not recognised,Elephas cypriotes
Not recognised,Elephas iolensis
Not recognised,Elephas mnaidriensis
Not recognised,Elephas namadicus
Not recognised,Elephas naumanii
Not recognised,Elephas tiliensis
Not recognised,Eliomys morpheus
Not recognised,Equus francisci
Not recognised,Equus hydruntinus
Not recognised,Equus ovodovi
Not recognised,Eremotherium laurillardi
Not recognised,Euceratherium collinum
Not recognised,Eutatus seguini
Not recognised,Felis catus
Not recognised,Gazella atlantica
Not recognised,Gazella erlangeri
Not recognised,Gazella tingitana
Not recognised,Geocapromys spA
Not recognised,Glossotherium robustum
Not recognised,Glyptodon clavipes
Not recognised,Glyptodon reticulatus
Not recognised,Glyptotherium cylindricum
Not recognised,Glyptotherium floridanum
